cod_aerolinea,nombre_aerolinea,cod_pais,cod_iata,cod_icao,identificacion,pais_aerolinea,sw_activa
01254,Air Santo Domingo,DOM,EX,SDO,AERO DOMINGO,Dominican Republic,N
01255,Aero Sudpacifico,MEX,Z9,SDP,SUDPACIFICO,Mexico,N
01256,Aero Servicios Ejecutivas Del Pacifico,MEX,Z9,SEF,SERVIPACIFICO,Mexico,N
01257,Aero California,MEX,JR,SER,AEROCALIFORNIA,Mexico,N
01258,A-Safar Air Services,NGA,Z9,SFM,AIR SAFAR,Nigeria,N
01259,Aerosegovia,NIC,Z9,SGV,SEGOVIA,Nicaragua,N
01260,Airshare Holdings,GBR,Z9,SHH,AIRSHARE,United Kingdom,N
01261,Aerosiyusa,MEX,Z9,SIY,SIYUSA,Mexico,N
01262,Aero Silza,MEX,Z9,SIZ,AEROSILZA,Mexico,N
01263,Air San Juan,USA,Z9,SJN,SAN JUAN,United States,N
01264,Aero-North Aviation Services,CAN,Z9,SKP,SKIPPER,Canada,N
01265,Aero Sami,MEX,Z9,SMI,SAMI,Mexico,N
01266,Avient Aviation,ZWE,Z3,SMJ,AVAVIA,Zimbabwe,Y
01267,Aerolineas Sol,MEX,Z9,SOD,ALSOL,Mexico,N
01268,Air Soleil,MRT,Z9,SOE,AIR SOLEIL,Mauritania,N
01269,Aero Soga,GNB,Z9,SOG,AEROSOGA,Guinea-Bissau,N
01270,Airspeed Aviation,CAN,Z9,SPD,SPEEDLINE,Canada,N
01271,Air Service,MKD,M3,SPJ,AIR SKOPJE,Macedonia,N
01272,Aeroservicios Ejecutivos Del Pacifico,MEX,Z9,SPO,EJECTUIV PACIFICO,Mexico,N
01273,Asian Aerospace Service,THA,Z9,SPY,THAI SPACE,Thailand,N
01274,Airworld,ZAF,Z9,SPZ,SPEED SERVICE,South Africa,N
01275,Alsaqer Aviation,LBY,Z9,SQR,ALSAQER AVIATION,Libya,N
01276,Air Safaris and Services,NZL,Z9,SRI,AIRSAFARI,New Zealand,N
01277,Aero Servicio Corporativo,MEX,Z9,SRV,SERVICORP,Mexico,N
01278,Air Sultan,SLE,Z9,SSL,SIERRA SULTAN,Sierra Leone,N
01279,Aero 1 Pro-Jet,CAN,Z9,SSM,RAPID,Canada,N
01280,Airquarius Air Charter,ZAF,Z9,SSN,SUNSTREAM,South Africa,N
01281,Aeropac,USA,Z9,STK,SAT PAK,United States,N
01282,Air St. Thomas,USA,Z9,STT,PARADISE,United States,N
01283,Aerolineas Del Sureste,MEX,Z9,SUE,AEROSURESTE,Mexico,N
01284,Aerial Surveys (1980) Limited,NZL,Z9,SUY,SURVEY,New Zealand,N
01285,Air Slovakia,SVK,GM,SVK,SLOVAKIA,Slovakia,N
01286,Adler Aviation,CAN,Z9,SWH,SHOCKWAVE,Canada,N
01287,Aircompany Yakutia,RUS,R3,SYL,AIR YAKUTIA,Russia,Y
01288,Aerosud Aviation,ZAF,Z9,SYT,SKYTRACK,South Africa,N
01289,Aeroservicios de La Costa,MEX,Z9,TAA,AERO COSTA,Mexico,N
01290,Aeromar,MEX,VW,TAO,TRANS-AEROMAR,Mexico,Y
01291,Aerotrebol,MEX,Z9,TBL,AEROTREBOL,Mexico,N
01292,Aero Taxi de Los Cabos,MEX,Z9,TBO,AERO CABOS,Mexico,N
01293,Air Turks and Caicos,TCA,JY,TCI,KERRMONT,Turks and Caicos Islands,N
01294,Aerotranscolombina de Carga,COL,Z9,TCO,TRANSCOLOMBIA,Colombia,N
01295,Air Cargo Express,USA,Z9,TDG,TURBO DOG,United States,N
01296,Atlas Helicopters,GBR,Z9,TDT,TRIDENT,United Kingdom,N
01297,Air Today,USA,Z9,TDY,AIR TODAY,United States,N
01298,Aero Servicios Azteca,MEX,Z9,TED,AEROAZTECA,Mexico,N
01299,Arkefly,NLD,OR,TFL,ARKEFLY,Netherlands,Y
01300,Antair,MEX,Z9,TIR,ANTAIR,Mexico,N
01301,Atlantique Air Assistance,FRA,Z9,TLB,TRIPLE-A,France,N
01302,Aero Taxi Autlan,MEX,Z9,TLD,AEREO AUTLAN,Mexico,N
01303,Aero Util,MEX,Z9,TLE,AEROUTIL,Mexico,N
01304,Aero Toluca Internactional,MEX,Z9,TLU,AEROTOLUCA,Mexico,N
01305,Aero Taxi del Centro de Mexico,MEX,Z9,TME,TAXICENTRO,Mexico,N
01306,Aerotropical,MEX,Z9,TOC,TROPICMEX,Mexico,N
01307,Air Tomisko,SRB,Z9,TOH,TOMISKO CARGO,Serbia,N
01308,Airlines PNG,PNG,CG,TOK,BALUS,Papua New Guinea,Y
01309,Aero Tanala,MEX,Z9,TON,AEROTANALA,Mexico,N
01310,Aero Tropical,AGO,Z9,TPB,AERO TROPICAL,Angola,N
01311,Air Cal,FRA,TY,TPC,AIRCAL,France,N
01312,Air Horizon,TCD,Z9,TPK,TCHAD-HORIZON,Chad,N
01313,Aero Taxi del Potosi,MEX,Z9,TPO,TAXI-POTOSI,Mexico,N
01314,Aeroturquesa,MEX,Z9,TQS,AEROTURQUESA,Mexico,N
01315,Airmark Aviation,USA,Z9,TRH,TRANSTAR,United States,N
01316,AirTran Airways,USA,FL,TRS,CITRUS,United States,Y
01317,Air Transat,CAN,TS,TSC,TRANSAT,Canada,Y
01318,airtransse,JPN,Z9,TSQ,AIRTRA,Japan,N
01319,Aerolineas Turisticas del Caribe,MEX,Z9,TTB,AERO TURISTICAS,Mexico,N
01320,Avcenter,USA,Z9,TTE,TETON,United States,N
01321,Air Tungaru,KIR,Z9,TUN,TUNGARU,Kiribati,N
01322,Avialeasing Aviation Company,UZB,EC,TWN,TWINARROW,Uzbekistan,Y
01323,Aerotaxis del Noroeste,MEX,Z9,TXD,TAXI OESTE,Mexico,N
01324,Aerotaxis Alfe,MEX,Z9,TXF,ALFE,Mexico,N
01325,Aereotaxis,MEX,Z9,TXI,AEREOTAXIS,Mexico,N
01326,Tyrolean Airways,AUT,VO,TYR,TYROLEAN,Austria,Y
01327,Aero Tomza,MEX,Z9,TZA,AERO TOMZA,Mexico,N
01328,Air Zambezi,ZWE,Z9,TZT,ZAMBEZI,Zimbabwe,N
01329,Afra Airlines,GHA,Z9,UAG,AFRALINE,Ghana,N
01330,Aerostar Airlines,UKR,Z9,UAR,AEROSTAR,Ukraine,N
01331,Air Division of the Eastern Kazakhstan Region,KAZ,Z9,UCK,GALETA,Kazakhstan,N
01332,Aero-Charter Ukraine,UKR,DW,UCR,CHARTER UKRAINE,Ukraine,N
01333,Air LA,USA,Z9,UED,AIR L-A,United States,N
01334,Air Ukraine,UKR,6U,UKR,AIR UKRAINE,Ukraine,N
01335,Air Umbria,ITA,Z9,UMB,AIR UMBRIA,Italy,N
01336,Atuneros Unidos de California,MEX,Z9,UND,ATUNEROS UNIDOS,Mexico,N
01337,Aeroclub Flaps,ESP,Z9,FLP,AEROCLUB FLAPS,Spain,N
01338,Aerolineas Galapagos (Aerogal),ECU,2K,GLG,AEROGAL,Ecuador,Y
01339,Air Castle Corporation / Global Airways,USA,Z9,GLB,GLO-AIR,United States,N
01340,Alrosa Mirny Air Enterprise,RUS,6R,DRU,MIRNY,Russia,Y
01341,Bearing Supplies Limited,GBR,Z9,PVO,PROVOST,United Kingdom,N
01342,Balkan Agro Aviation,BGR,Z9,BAA,BALKAN AGRO,Bulgaria,N
01343,Bahrain Air BSC (Closed),BHR,Z9,BAB,AWAL,Bahrain,N
01344,BAC Leasing Limited,GBR,Z9,BAC,,United Kingdom,N
01345,BAE Systems,GBR,Z9,BAE,FELIX,United Kingdom,N
01346,Belgian Air Force,BEL,Z9,BAF,BELGIAN AIRFORCE,Belgium,N
01347,Baker Aviation,USA,8Q,BAJ,BAKER AVIATION,United States,N
01348,Blackhawk Airways,USA,Z9,BAK,BLACKHAWK,United States,N
01349,Britannia Airways,GBR,Z9,BAL,BRITANNIA,United Kingdom,N
01350,Business Air Services,CAN,Z9,BAM,BUSINESS AIR,Canada,N
01351,British Antarctic Survey,GBR,Z9,BAN,PENGUIN,United Kingdom,N
01352,Bradly Air (Charter) Services,CAN,Z9,BAR,BRADLEY,Canada,N
01353,Bissau Airlines,GNB,Z9,BAU,AIR BISSAU,Guinea-Bissau,N
01354,Bay Aviation Ltd,BGD,Z9,BAV,BAY AIR,Bangladesh,N
01355,British Airways,GBR,BA,BAW,SPEEDBIRD,United Kingdom,Y
01356,Best Aero Handling Ltd,RUS,Z9,BAX,I999,Russia,N
01357,Bayon Airlines,KHM,Z9,BAY,BAYON,Cambodia,N
01358,Bannert Air,AUT,Z9,BBA,BANAIR,Austria,N
01359,Biman Bangladesh Airlines,BGD,BG,BBC,BANGLADESH,Bangladesh,Y
01360,Bluebird Cargo,ISL,BF,BBD,BLUE CARGO,Iceland,N
01361,Beibars CJSC,KAZ,Z9,BBS,BEIBARS,Kazakhstan,N
01362,Bravo Airlines,ESP,Z9,BBV,BRAVO EUROPE,Spain,N
01363,Blue Bird Aviation,KEN,Z9,BBZ,COBRA,Kenya,N
01364,BACH Flugbetriebsges,AUT,B4,BCF,BACH,Austria,N
01365,Blue Islands,GBR,Z9,BCI,BLUE ISLAND,United Kingdom,N
01366,British Caribbean Airways,GBR,Z9,BCL,I999,United Kingdom,N
01367,British Charter,GBR,Z9,BCR,BACKER,United Kingdom,N
01368,BCT Aviation,GBR,Z9,BCT,BOBCAT,United Kingdom,N
01369,Business Aviation Center,UKR,Z9,BCV,BUSINESS AVIATION,Ukraine,N
01370,Blue Dart Aviation,IND,BZ,BDA,BLUE DART,India,N
01371,B&H Airlines,BIH,JA,BON,Air Bosna,Bosnia and Herzegovina,N
01372,Bissau Discovery Flying Club,GNB,Z9,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
01373,Belgian Army,BEL,Z9,AYB,BELGIAN ARMY,Belgium,N
01374,Badr Airlines,SDN,Z9,BDR,BADR AIR,Sudan,N
01375,Best Aviation Ltd,BGD,Z9,BEA,BEST AIR,Bangladesh,N
01376,Belgorod Aviation Enterprise,RUS,Z9,BED,BELOGORYE,Russia,N
01377,Bar Harbor Airlines,USA,Z9,AJC,BAR HARBOR,United States,N
01378,Balear Express,ESP,Z9,BEF,BALEAR EXPRESS,Spain,N
01379,Bel Air Helicopters,DNK,Z9,BEH,BLUECOPTER,Denmark,N
01380,Berkut Air,KAZ,Z9,BEK,BERKUT,Kazakhstan,N
01381,BETA - Brazilian Express Transportes Aereos,BRA,Z9,BET,BETA CARGO,Brazil,N
01382,Basler Flight Service,USA,Z9,BFC,BASLER,United States,N
01383,Bear Flight,SWE,Z9,BFG,BEARFLIGHT,Sweden,N
01384,Buffalo Airways,CAN,J4,BFL,BUFFALO,Canada,N
01385,Bombardier,CAN,Z9,BFO,BOMBARDIER,Canada,N
01386,Burkina Airlines,BFA,Z9,BFR,BURKLINES,Burkina Faso,N
01387,Business Flight Sweden,SWE,Z9,BFS,BUSINESS FLIGHT,Sweden,N
01388,Bahrain Defence Force,BHR,Z9,BFW,SUMMAN,Bahrain,N
01389,BH Air,BGR,Z9,BGH,BALKAN HOLIDAYS,Bulgaria,N
01390,British Gulf International,Z99,Z9,BGI,BRITISH GULF,S,N
01391,British Gulf International-Fez,KGZ,Z9,BGK,GULF INTER,Kyrgyzstan,N
01392,Benin Golf Air,BEN,A8,BGL,BENIN GOLF,Benin,N
01393,Bugulma Air Enterprise,RUS,Z9,BGM,BUGAVIA,Russia,N
01394,Budget Air Bangladesh,BGD,Z9,BGR,BUDGET AIR,Bangladesh,N
01395,Bergen Air Transport,NOR,Z9,BGT,BERGEN AIR,Norway,N
01396,Buddha Air,NPL,Z9,BHA,BUDDHA AIR,Nepal,N
01397,Balkh Airlines,AFG,Z9,BHI,SHARIF,Afghanistan,N
01398,Bristow Helicopters,GBR,Z9,BHL,BRISTOW,United Kingdom,N
01399,Bristow Helicopters Nigeria,NGA,Z9,BHN,BRISTOW HELICOPTERS,Nigeria,N
01400,Bhoja Airlines,PAK,Z9,BHO,BHOJA,Pakistan,N
01401,Belair Airlines,CHE,4T,BHP,BELAIR,Switzerland,Y
01402,Bighorn Airways,USA,Z9,BHR,BIGHORN AIR,United States,N
01403,Bahamasair,BHS,UP,BHS,BAHAMAS,Bahamas,Y
01404,Bright Air,NLD,Z9,BHT,BRIGHTAIR,Netherlands,N
01405,Bringer Air Cargo Taxi Aereo,BRA,E6,Z99,I999,Brazil,N
01406,Balkan Bulgarian Airlines,Z99,LZ,Z99,I999,,Y
01407,BA Connect,GBR,TH,Z99,I999,United Kingdom,N
01408,Bosphorus European Airways,TUR,Z9,BHY,BOSPHORUS,Turkey,N
01409,Binair,DEU,Z9,BID,BINAIR,Germany,N
01410,Big Island Air,USA,Z9,BIG,BIG ISLE,United States,N
01411,British International Helicopters,GBR,BS,BIH,BRINTEL,United Kingdom,Y
01412,Billund Air Center,DNK,Z9,BIL,BILAIR,Denmark,N
01413,Boise Interagency Fire Center,USA,Z9,BIN,BISON-AIR,United States,N
01414,Bird Leasing,USA,Z9,BIR,BIRD AIR,United States,N
01415,Bizjet Ltd,GBR,Z9,BIZ,BIZZ,United Kingdom,N
01416,Baja Air,MEX,Z9,BJA,BAJA AIR,Mexico,N
01417,Baltic Jet Aircompany,LVA,Z9,BJC,BALTIC JET,Latvia,N
01418,Business Jet Solutions,USA,Z9,BJS,SOLUTION,United States,N
01419,Bankair,USA,B4,BKA,BANKAIR,United States,N
01420,BF-Lento OY,FIN,Z9,BKF,BAKERFLIGHT,Finland,Y
01421,Barken International,USA,Z9,BKJ,BARKEN JET,United States,N
01422,Bangkok Airways,THA,PG,BKP,BANGKOK AIR,Thailand,Y
01423,Bukovyna,UKR,Z9,BKV,BUKOVYNA,Ukraine,N
01424,Blue Bird Aviation,SDN,Z9,BLB,BLUEBIRD SUDAN,Sudan,N
01425,Bellesavia,BLR,Z9,BLC,BELLESAVIA,Belarus,N
01426,Blue Line,FRA,Z9,BLE,BLUE BERRY,France,N
01427,Blue1,FIN,KF,BLF,BLUEFIN,Finland,Y
01428,Belgavia,BEL,Z9,BLG,BELGAVIA,Belgium,N
01429,Blue Horizon Travel Club,USA,Z9,BLH,BLUE HORIZON,United States,N
01430,Blue Jet,ESP,Z9,BLJ,BLUEWAY,Spain,N
01431,Baltic Airlines,RUS,Z9,BLL,BALTIC AIRLINES,Russia,Y
01432,Blue Airways,ARM,Z9,BLM,BLUE ARMENIA,Armenia,N
01433,Bali International Air Service,IDN,Z9,BLN,BIAR,Indonesia,N
01434,Bearskin Lake Air Service,CAN,JV,BLS,BEARSKIN,Canada,Y
01435,Baltic Aviation,USA,Z9,BLT,BALTAIR,United States,N
01436,Bellview Airlines,NGA,B3,BLV,BELLVIEW AIRLINES,Nigeria,Y
01437,bmi,GBR,BD,BMA,MIDLAND,United Kingdom,Y
01438,British Medical Charter,GBR,Z9,BMD,BRITISH MEDICAL,United Kingdom,N
01439,Briggs Marine Environmental Services,GBR,Z9,BME,BRIGGS,United Kingdom,N
01440,Bristow Masayu Helicopters,IDN,Z9,BMH,MASAYU,Indonesia,N
01441,bmibaby,GBR,WW,BMI,BABY,United Kingdom,Y
01442,Bemidji Airlines,USA,CH,BMJ,BEMIDJI,United States,Y
01443,Bismillah Airlines,BGD,5Z,BML,BISMILLAH,Bangladesh,N
01444,Bowman Aviation,USA,Z9,BMN,BOWMAN,United States,N
01445,British Midland Regional,GBR,Z9,BMR,I999,United Kingdom,Y
01446,BMW,DEU,Z9,BMW,BMW-FLIGHT,Germany,N
01447,Banco de Mexico,MEX,Z9,BMX,BANXICO,Mexico,N
01448,Bond Offshore Helicopters,GBR,Z9,BND,BOND,United Kingdom,N
01449,Benina Air,LBY,Z9,BNE,BENINA AIR,Libya,N
01450,BN Group Limited,GBR,Z9,BNG,VECTIS,United Kingdom,N
01451,Blue Nile Ethiopia Trading,ETH,Z9,BNL,NILE TRADING,Ethiopia,N
01452,Bonair Aviation,CAN,Z9,BNR,BONAIR,Canada,N
01453,Bancstar - Valley National Corporation,USA,Z9,BNS,BANCSTAR,United States,N
01454,Bentiu Air Transport,SDN,Z9,BNT,BENTIU AIR,Sudan,N
01455,Benane Aviation Corporation,MRT,Z9,BNV,BENANE,Mauritania,N
01456,British North West Airlines,GBR,Z9,BNW,BRITISH NORTH,United Kingdom,N
01457,Boniair,MKD,Z9,BOA,KUMANOVO,Macedonia,N
01458,Bond Air Services,UGA,Z9,BOD,UGABOND,Uganda,N
01459,Boeing,USA,Z9,BOE,BOEING,United States,N
01460,Bordaire,CAN,Z9,BOF,BORDAIR,Canada,N
01461,Bookajet Limited,GBR,Z9,BOO,BOOKAJET,United Kingdom,N
01462,Bouraq Indonesia Airlines,IDN,BO,BOU,BOURAQ,Indonesia,N
01463,Blue Panorama Airlines,ITA,BV,BPA,BLUE PANOROMA,Italy,Y
01464,Berkhut ZK,KAZ,Z9,BPK,VENERA,Kazakhstan,N
01465,Bundepolizei-Fliegertruppe,DEU,Z9,BPO,PIROL,Germany,N
01466,Budapest Aircraft Services/Manx2,HUN,Z9,BPS,BASE,Hungary,Y
01467,Bonus Aviation,GBR,Z9,BPT,BONUS,United Kingdom,N
01468,British Petroleum Exploration,COL,Z9,BPX,I999,Colombia,N
01469,BRA-Transportes Aereos,BRA,7R,BRB,BRA-TRANSPAEREOS,Brazil,N
01470,Brock Air Services,CAN,Z9,BRD,BROCK AIR,Canada,N
01471,Breeze Ltd,UKR,Z9,BRE,AVIABREEZE,Ukraine,N
01472,Bering Air,USA,8E,BRG,BERING AIR,United States,Y
01473,Briansk State Air Enterprise,RUS,Z9,BRK,BRIANSK-AVIA,Russia,N
01474,Branson Airlines,USA,Z9,BRN,BRANSON,United States,N
01475,BASE Regional Airlines,NLD,Z9,BRO,COASTRIDER,Netherlands,N
01476,Brazilian Air Force,BRA,Z9,BRS,BRAZILIAN AIR FORCE,Brazil,Y
01477,British Regional Airlines,GBR,Z9,BRT,BRITISH,United Kingdom,N
01478,Belavia Belarusian Airlines,BLR,B2,BRU,BELARUS AVIA,Belarus,Y
01479,Bravo Air Congo,Z99,K6,BRV,BRAVO,Democratic Republic of the Congo,N
01480,Bright Aviation Services,BGR,Z9,BRW,BRIGHT SERVICES,Bulgaria,N
01481,Braniff International Airways,USA,BN,BNF,Braniff,United States,N
01482,Buffalo Express Airlines,USA,Z9,BRX,BUFF EXPRESS,United States,N
01483,Burundayavia,KAZ,Z9,BRY,BURAIR,Kazakhstan,N
01484,Bistair - Fez,KGZ,Z9,BSC,BIG SHOT,Kyrgyzstan,N
01485,Blue Star Airlines,MEX,Z9,BSD,AIRLINES STAR,Mexico,N
01486,Brasair Transportes Aereos,BRA,Z9,BSI,BRASAIR,Brazil,N
01487,Blue Swann Aviation,GBR,Z9,BSJ,BLUE SWANN,United Kingdom,N
01488,Blue Sky Aviation,LBN,Z9,BSM,I999,Lebanon,N
01489,Bissau Aero Transporte,GNB,Z9,BSS,BISSAU AIRSYSTEM,Guinea-Bissau,N
01490,Best Air,TUR,Z9,BST,TUNCA,Turkey,N
01491,Blue Sky Airways,CZE,Z9,BSW,SKY BLUE,Czech Republic,N
01492,Big Sky Airlines,USA,GQ,BSY,BIG SKY,United States,N
01493,BAL Bashkirian Airlines,RUS,V9,BTC,BASHKIRIAN,Russia,N
01494,Baltijas Helicopters,LVA,Z9,BTH,BALTIJAS HELICOPTERS,Latvia,N
01495,Baltyka,UKR,Z9,BTK,BALTYKA,Ukraine,N
01496,Baltia Air Lines,USA,Z9,BTL,BALTIA FLIGHT,United States,N
01497,Botir-Avia,KGZ,Z9,BTR,BOTIR-AVIA,Kyrgyzstan,N
01498,Business Express,USA,Z9,GAA,BIZEX,United States,N
01499,BT-Slavuta,UKR,Z9,BTT,BEETEE-SLAVUTA,Ukraine,N
01500,Metro Batavia,IDN,7P,BTV,BATAVIA,Indonesia,Y
01501,Bulgarian Air Charter,BGR,Z9,BUC,BULGARIAN CHARTER,Bulgaria,N
01502,Blue Airlines,Z99,Z9,BUL,BLUE AIRLINES,Democratic Republic of the Congo,N
01503,Buryat Airlines Aircompany,RUS,Z9,BUN,BURAL,Russia,N
01504,Buzz Stansted,GBR,Z9,BUZ,BUZZ,United Kingdom,N
01505,Buffalo Airways,USA,Z9,BVA,BUFFALO AIR,United States,N
01506,Bulgarian Aeronautical Centre,BGR,Z9,BVC,BULGARIAN WINGS,Bulgaria,N
01507,Baron Aviation Services,USA,Z9,BVN,SHOW-ME,United States,N
01508,Berjaya Air,MYS,J8,BVT,BERJAYA,Malaysia,Y
01509,Bellview Airlines,Z99,Z9,BVU,Sierra Leone,,N
01510,Blue Wings,DEU,QW,BWG,BLUE WINGS,Germany,Y
01511,Blue Wing Airlines,SUR,Z9,BWI,BLUE TAIL,Suriname,N
01512,BWA (2002) Ltd,GBR,Z9,BWL,BRITWORLD,United Kingdom,N
01513,Bahrain Executive Air Services,BHR,Z9,BXA,BEXAIR,Bahrain,N
01514,Bar XH Air,CAN,Z9,BXH,PALLISER,Canada,N
01515,Brussels International Airlines,BEL,Z9,BXI,XENIA,Belgium,N
01516,BAX Global,Z99,8W,Z99,I999,,N
01517,Redding Aero Enterprises,USA,Z9,BXR,BOXER,United States,N
01518,Berry Aviation,USA,Z9,BYA,BERRY,United States,N
01519,Bylina Joint-Stock Company,RUS,Z9,BYL,BYLINA,Russia,N
01520,Berytos Airlines,LBN,Z9,BYR,I999,Lebanon,N
01521,Bayu Indonesia Air,IDN,BM,BYE,BAYU,Indonesia,N
01522,Bizair Fluggesellschaft,DEU,Z9,BZA,BERLIN BEAR,Germany,N
01523,Brit Air,FRA,DB,BZH,BRITAIR,France,Y
01524,Butane Buzzard Aviation Corporation,GBR,Z9,BZZ,BUZZARD,United Kingdom,N
01525,Business Flight Salzburg,AUT,Z9,AUJ,AUSTROJET,Austria,N
01526,BKS Air (Rivaflecha),ESP,Z9,CKM,COSMOS,Spain,N
01527,Bristol Flying Centre,GBR,Z9,CLF,CLIFTON,United Kingdom,N
01528,Barnes Olsen Aeroleasing,GBR,Z9,CLN,SEELINE,United Kingdom,N
01529,Baltimore Air Transport,USA,Z9,CPJ,CORPJET,United States,N
01530,Boston-Maine Airways,USA,E9,CXS,CLIPPER CONNECTION,United States,N
01531,Brussels Airlines,BEL,SN,DAT,BEE-LINE,Belgium,Y
01532,Baltimore Airways,USA,Z9,EAH,EASTERN,United States,N
01533,Bond Aviation,ITA,Z9,EBA,BOND AVIATION,Italy,N
01534,Brazilian Army Aviation,BRA,Z9,EXB,BRAZILIAN ARMY,Brazil,N
01535,Business Express Delivery,CAN,Z9,EXP,EXPRESS AIR,Canada,N
01536,Bel Limited,RUS,Z9,FOS,I999,Russia,N
01537,Bangkok Aviation Center,THA,Z9,HAW,THAI HAWK,Thailand,N
01538,Benair,NOR,Z9,HAX,SCOOP,Norway,N
01539,Binter Canarias,ESP,NT,IBB,I999,Spain,Y
01540,Bonyad Airlines,IRN,Z9,IRJ,BONYAD AIR,Iran,N
01541,Burundaiavia,KAZ,Z9,IVR,RERUN,Kazakhstan,N
01542,Blue Air,ROU,0B,JOR,BLUE TRANSPORT,Romania,Y
01543,British Mediterranean Airways,GBR,KJ,LAJ,BEE MED,United Kingdom,Y
01544,Belle Air,ALB,Z9,LBY,ALBAN-BELLE,Albania,N
01545,Blom Geomatics,NOR,Z9,LED,SWEEPER,Norway,N
01546,Benin Littoral Airways,BEN,Z9,LTL,LITTORAL,Benin,N
01547,Bombardier Business Jet Solutions,USA,Z9,LXJ,FLEXJET,United States,N
01548,Bulgaria Air,BGR,FB,LZB,FLYING BULGARIA,Bulgaria,Y
01549,Brazilian Navy Aviation,BRA,Z9,MBR,BRAZILIAN NAVY,Brazil,N
01550,Barents AirLink,SWE,8N,NKF,NORDFLIGHT,Sweden,Y
01551,Belgian Navy,BEL,Z9,NYB,BELGIAN NAVY,Belgium,N
01552,Bakoji Airlines Services,NGA,Z9,OGJ,BAKO AIR,Nigeria,N
01553,Benders Air,SWE,Z9,PEB,PALEMA,Sweden,N
01554,Balmoral Central Contracts,ZAF,Z9,PNT,PORTNET,South Africa,N
01555,BGB Air,KAZ,Z9,POI,BOJBAN,Kazakhstan,N
01556,Butte Aviation,USA,Z9,PPS,PIPESTONE,United States,N
01557,Bond Air Services,GBR,Z9,RHD,RED HEAD,United Kingdom,N
01558,Business Airfreight,USA,Z9,RLR,RATTLER,United States,N
01559,BAC Express Airlines,GBR,Z9,RPX,RAPEX,United Kingdom,N
01560,Boscombe Down DERA (Formation),GBR,Z9,RRS,BLACKBOX,United Kingdom,N
01561,Business Jet Sweden,SWE,Z9,SCJ,SCANJET,Sweden,N
01562,British Airways Shuttle,GBR,Z9,SHT,SHUTTLE,United Kingdom,N
01563,British Sky Broadcasting,GBR,Z9,SKH,SKYNEWS,United Kingdom,N
01564,Bell Helicopter Textron,CAN,Z9,TXB,TEXTRON,Canada,N
01565,Buzzaway Limited,GBR,Z9,UKA,UKAY,United Kingdom,N
01566,Biz Jet Charter,USA,Z9,VLX,AVOLAR,United States,N
01567,Blue Chip Jet,SWE,Z9,VOL,BLUE SPEED,Sweden,N
01568,BAE Systems,GBR,Z9,WFD,AVRO,United Kingdom,N
01569,BAE Systems,GBR,Z9,WTN,TARNISH,United Kingdom,N
01570,Baseops International,USA,Z9,XBO,I999,United States,N
01571,Bureau Veritas,FRA,Z9,XDA,I999,France,N
01572,British Airways,GBR,Z9,XMS,SANTA,United Kingdom,N
01573,Boskovic Air Charters Limited,KEN,Z9,ZBA,BOSKY,Kenya,N
01574,C Air Jet Airlines,Z99,Z9,SRJ,SYRJET,Syrian Arab Republic,N
01575,C N Air,ESP,Z9,ORO,CAPRI,Spain,N
01576,C and M Aviation,USA,Z9,TIP,TRANSPAC,United States,N
01577,C&M Airways,USA,Z9,RWG,RED WING,United States,N
01578,C.S.P.,Z99,Z9,RMU,Societe,AIR-MAUR,N
01579,CABI,UKR,Z9,CBI,CABI,Ukraine,N
01580,CAI,ITA,Z9,CPI,AIRCAI,Italy,N
01581,CAL Cargo Air Lines,ISR,5C,ICL,CAL,Israel,Y
01582,CAM Air Management,GBR,Z9,CMR,CAMEO,United Kingdom,N
01583,CATA L,ARG,Z9,CTZ,CATA,Argentina,N
01584,CCF Manager Airline,DEU,Z9,CCF,TOMCAT,Germany,N
01585,CEDTA (Compania Ecuatoriana De Transportes Aereos),ECU,Z9,CED,CEDTA,Ecuador,N
01586,CHC Denmark,DNK,Z9,HBI,HELIBIRD,Denmark,N
01587,CHC Helicopters,AUS,Z9,HEM,HEMS,Australia,N
01588,CHC Airways,NLD,AW,SCH,I999,Netherlands,N
01589,CHC Helikopter Service,NOR,Z9,HKS,HELIBUS,Norway,N
01590,CI-Tours,Z99,Z9,VCI,CI-TOURS,Ivory Coast,N
01591,CKC Services,USA,Z9,CKC,I999,United States,N
01592,CM Stair,MRT,Z9,CMZ,CEE-EM STAIRS,Mauritania,N
01593,CNET,FRA,Z9,CNT,KNET,France,N
01594,COAPA AIR,MEX,Z9,OAP,COAPA,Mexico,N
01595,COMAV,NAM,Z9,PDR,SPEEDSTER,Namibia,N
01596,CRI Helicopters Mexico,MEX,Z9,CRH,HELI-MEX,Mexico,N
01597,CSA Air,USA,Z9,IRO,IRON AIR,United States,N
01598,CSE Aviation,GBR,Z9,CSE,OXFORD,United Kingdom,N
01599,CTK Network Aviation,GHA,Z9,CTQ,CITYLINK,Ghana,N
01600,Cabair College of Air Training,GBR,Z9,CBR,CABAIR,United Kingdom,N
01601,Cabo Verde Express,CPV,Z9,CVE,KABEX,Cape Verde,N
01602,Caernarfon Airworld,GBR,Z9,CWD,AMBASSADOR,United Kingdom,N
01603,Cairo Air Transport Company,EGY,Z9,CCE,I999,Egypt,N
01604,Cal Gulf Aviation,STP,Z9,CGC,CAL-GULF,Sao Tome and Principe,N
